"Country","Industry","Industry_simple","Aggregate_level","GVA_total","Currency_ISO","Metric_type","Year","Base_year","Effective_year_GDP","GDP_annual","GDP_perc_norm","GDP_change_absolute","GDP_change_relative","GDP_perc_norm_mean","GDP_change_abs_mean","GDP_change_rel_mean","GDP_annual_mean","GVA_total_mean","GVA_total_allyears","Country_iso","Country_short"
"Australia","Forestry and fishing","Fishing","2",8.643e+09,"AUD","Constant",2022,"2022",2022,2.333221e+12,0.37043211937489,0.037716101475171,11.3358237794667,0.350920465742422,0.00452878945743531,1.53131570811865,2.333221e+12,8187750000,3.2751e+10,"AUS","Australia"
"Australia","Forestry and fishing","Fishing","2",8.331e+09,"AUD","Constant",2023,"2022",2022,2.333221e+12,0.357060047033693,-0.013372072341197,-3.60985768830267,0.350920465742422,0.00452878945743531,1.53131570811865,2.333221e+12,8187750000,3.2751e+10,"AUS","Australia"
"Australia","Mining and quarrying","Mining","1",3.33814e+11,"AUD","Constant",2020,"2022",2022,2.333221e+12,14.307003065719,NA,NA,13.8788717399681,-0.186966143941501,-1.30763132643625,2.333221e+12,323824750000,1.295299e+12,"AUS","Australia"
"Australia","Mining and quarrying","Mining","1",3.23912e+11,"AUD","Constant",2021,"2022",2022,2.333221e+12,13.8826112057109,-0.424391860008116,-2.96632256286434,13.8788717399681,-0.186966143941501,-1.30763132643625,2.333221e+12,323824750000,1.295299e+12,"AUS","Australia"
"Australia","Mining and quarrying","Mining","1",3.16846e+11,"AUD","Constant",2022,"2022",2022,2.333221e+12,13.5797680545478,-0.302843151163135,-2.18145669194102,13.8788717399681,-0.186966143941501,-1.30763132643625,2.333221e+12,323824750000,1.295299e+12,"AUS","Australia"
"Australia","Mining and quarrying","Mining","1",3.20727e+11,"AUD","Constant",2023,"2022",2022,2.333221e+12,13.7461046338945,0.166336579346748,1.22488527549661,13.8788717399681,-0.186966143941501,-1.30763132643625,2.333221e+12,323824750000,1.295299e+12,"AUS","Australia"
"Australia","Mining and quarrying","Mining","1",2.03552e+11,"AUD","Current",2020,"Current",2020,1.984598e+12,10.2565859685438,NA,NA,11.5221646462566,1.66159104300201,15.5871518845287,2135573333333.33,272222750000,1.088891e+12,"AUS","Australia"
"Australia","Mining and quarrying","Mining","1",2.24142e+11,"AUD","Current",2021,"Current",2021,2.088901e+12,10.7301399156781,0.473553947134393,4.61707188519406,11.5221646462566,1.66159104300201,15.5871518845287,2135573333333.33,272222750000,1.088891e+12,"AUS","Australia"
"Australia","Mining and quarrying","Mining","1",3.16846e+11,"AUD","Current",2022,"Current",2022,2.333221e+12,13.5797680545478,2.84962813886962,26.5572318838633,11.5221646462566,1.66159104300201,15.5871518845287,2135573333333.33,272222750000,1.088891e+12,"AUS","Australia"
"Australia","Mining and quarrying","Mining","1",3.44351e+11,"AUD","Current",2023,"Current",2023,NA,NA,NA,NA,11.5221646462566,1.66159104300201,15.5871518845287,2135573333333.33,272222750000,1.088891e+12,"AUS","Australia"
"Australia","Other mining","Mining","5",2.8298e+10,"AUD","Constant",2020,"2022",2022,2.333221e+12,1.21282981766408,NA,NA,1.12822574458227,-0.0455450498116838,-3.83536264079488,2.333221e+12,2.6324e+10,1.05296e+11,"AUS","Australia"
"Australia","Other mining","Mining","5",2.7023e+10,"AUD","Constant",2021,"2022",2022,2.333221e+12,1.1581843297313,-0.0546454879327762,-4.50561877164464,1.12822574458227,-0.0455450498116838,-3.83536264079488,2.333221e+12,2.6324e+10,1.05296e+11,"AUS","Australia"
"Australia","Other mining","Mining","5",2.4865e+10,"AUD","Constant",2022,"2022",2022,2.333221e+12,1.06569416270469,-0.0924901670266127,-7.98578988269253,1.12822574458227,-0.0455450498116838,-3.83536264079488,2.333221e+12,2.6324e+10,1.05296e+11,"AUS","Australia"
"Australia","Other mining","Mining","5",2.511e+10,"AUD","Constant",2023,"2022",2022,2.333221e+12,1.07619466822903,0.0105005055243375,0.98532073195255,1.12822574458227,-0.0455450498116838,-3.83536264079488,2.333221e+12,2.6324e+10,1.05296e+11,"AUS","Australia"
"Belgium","Agriculture, forestry and fishing","Fishing","1",2568900000,"EUR","Constant",2015,"2015",2015,416701400000,0.616484609842924,NA,NA,0.598480110697972,-0.0261578194841678,-4.15993001409934,416701400000,2493875000,9975500000,"BEL","Belgium"
"Belgium","Agriculture, forestry and fishing","Fishing","1",2553100000,"EUR","Constant",2020,"2015",2015,416701400000,0.612692925917696,-0.003791683925228,-0.615049242866597,0.598480110697972,-0.0261578194841678,-4.15993001409934,416701400000,2493875000,9975500000,"BEL","Belgium"
"Belgium","Agriculture, forestry and fishing","Fishing","1",2611600000,"EUR","Constant",2021,"2015",2015,416701400000,0.62673175564085,0.0140388297231543,2.29133210606714,0.598480110697972,-0.0261578194841678,-4.15993001409934,416701400000,2493875000,9975500000,"BEL","Belgium"
"Belgium","Agriculture, forestry and fishing","Fishing","1",2241900000,"EUR","Constant",2022,"2015",2015,416701400000,0.53801115139042,-0.0887206042504297,-14.1560729054985,0.598480110697972,-0.0261578194841678,-4.15993001409934,416701400000,2493875000,9975500000,"BEL","Belgium"
"Belgium","Agriculture, forestry and fishing","Fishing","1",3207200000,"EUR","Current",2019,"2019",2019,478676200000,0.670014510853057,NA,NA,0.657839166014185,-0.00981132173932923,-1.44145159502539,500349450000,3286100000,13144400000,"BEL","Belgium"
"Belgium","Agriculture, forestry and fishing","Fishing","1",3129200000,"EUR","Current",2020,"2020",2020,460747700000,0.679156944245191,0.00914243339213416,1.36451274473057,0.657839166014185,-0.00981132173932923,-1.44145159502539,500349450000,3286100000,13144400000,"BEL","Belgium"
"Belgium","Agriculture, forestry and fishing","Fishing","1",3258900000,"EUR","Current",2021,"2021",2021,507929600000,0.641604663323421,-0.0375522809217698,-5.52924934950125,0.657839166014185,-0.00981132173932923,-1.44145159502539,500349450000,3286100000,13144400000,"BEL","Belgium"
"Belgium","Agriculture, forestry and fishing","Fishing","1",3549100000,"EUR","Current",2022,"2022",2022,554044300000,0.640580545635069,-0.00102411768835209,-0.159618180305502,0.657839166014185,-0.00981132173932923,-1.44145159502539,500349450000,3286100000,13144400000,"BEL","Belgium"
"Belize","Agriculture, forestry and fishing","Fishing","1",385200000,"BZD","Constant",2019,"2014",2014,4250251212.51446,9.06299370883809,NA,NA,9.93000128456676,0.574867981012316,6.34503233932875,4250251212.51446,422050000,1688200000,"BLZ","Belize"
"Belize","Agriculture, forestry and fishing","Fishing","1",385500000,"BZD","Constant",2020,"2014",2014,4250251212.51446,9.07005211515338,0.0070584063152932,0.0778816199376808,9.93000128456676,0.574867981012316,6.34503233932875,4250251212.51446,422050000,1688200000,"BLZ","Belize"
"Belize","Agriculture, forestry and fishing","Fishing","1",4.59e+08,"BZD","Constant",2021,"2014",2014,4250251212.51446,10.7993616624005,1.72930954724714,19.0661478599222,9.93000128456676,0.574867981012316,6.34503233932875,4250251212.51446,422050000,1688200000,"BLZ","Belize"
"Belize","Agriculture, forestry and fishing","Fishing","1",458500000,"BZD","Constant",2022,"2014",2014,4250251212.51446,10.787597651875,-0.0117640105254893,-0.108932461873624,9.93000128456676,0.574867981012316,6.34503233932875,4250251212.51446,422050000,1688200000,"BLZ","Belize"
"Belize","Agriculture, forestry and fishing","Fishing","1",311900000,"BZD","Current",2019,"Current",2019,4773584952.21273,6.53387345406774,NA,NA,7.64146403789822,0.415805480735694,6.96522054349824,4844801520.61827,369375000,1477500000,"BLZ","Belize"
"Belize","Agriculture, forestry and fishing","Fishing","1",341900000,"BZD","Current",2020,"Current",2020,4095455620.13554,8.34827749857743,1.81440404450969,27.7691947550668,7.64146403789822,0.415805480735694,6.96522054349824,4844801520.61827,369375000,1477500000,"BLZ","Belize"
"Belize","Agriculture, forestry and fishing","Fishing","1",383200000,"BZD","Current",2021,"Current",2021,4849150358.75661,7.9024153026729,-0.445862195904533,-5.34076875116464,7.64146403789822,0.415805480735694,6.96522054349824,4844801520.61827,369375000,1477500000,"BLZ","Belize"
"Belize","Agriculture, forestry and fishing","Fishing","1",440500000,"BZD","Current",2022,"Current",2022,5661015151.36819,7.78128989627483,-0.121125406398071,-1.53276437340748,7.64146403789822,0.415805480735694,6.96522054349824,4844801520.61827,369375000,1477500000,"BLZ","Belize"
"Belize","Fishing and aquaculture","Fishing","3",24100000,"BZD","Constant",2019,"2014",2014,4250251212.51446,0.567025307328655,NA,NA,0.517028262595319,-0.0274493578928118,-1.75663085874095,4250251212.51446,21975000,87900000,"BLZ","Belize"
"Belize","Fishing and aquaculture","Fishing","3",18300000,"BZD","Constant",2020,"2014",2014,4250251212.51446,0.430562785232962,-0.136462522095693,-24.0663900414938,0.517028262595319,-0.0274493578928118,-1.75663085874095,4250251212.51446,21975000,87900000,"BLZ","Belize"
"Belize","Fishing and aquaculture","Fishing","3",24900000,"BZD","Constant",2021,"2014",2014,4250251212.51446,0.58584772416944,0.155284938936478,36.0655737704918,0.517028262595319,-0.0274493578928118,-1.75663085874095,4250251212.51446,21975000,87900000,"BLZ","Belize"
"Belize","Fishing and aquaculture","Fishing","3",20600000,"BZD","Constant",2022,"2014",2014,4250251212.51446,0.48467723365022,-0.101170490519221,-17.2690763052209,0.517028262595319,-0.0274493578928118,-1.75663085874095,4250251212.51446,21975000,87900000,"BLZ","Belize"
"Belize","Fishing and aquaculture","Fishing","3",24500000,"BZD","Current",2019,"Current",2019,4773584952.21273,0.513241101714202,NA,NA,0.5013390138388,-0.0115094582792723,-1.0386016923218,4844801520.61827,24325000,97300000,"BLZ","Belize"
"Belize","Fishing and aquaculture","Fishing","3",18700000,"BZD","Current",2020,"Current",2020,4095455620.13554,0.456603653768347,-0.0566374479458551,-11.0352518059619,0.5013390138388,-0.0115094582792723,-1.0386016923218,4844801520.61827,24325000,97300000,"BLZ","Belize"
"Belize","Fishing and aquaculture","Fishing","3",2.7e+07,"BZD","Current",2021,"Current",2021,4849150358.75661,0.556798572996264,0.100194919227916,21.9435211262565,0.5013390138388,-0.0115094582792723,-1.0386016923218,4844801520.61827,24325000,97300000,"BLZ","Belize"
"Belize","Fishing and aquaculture","Fishing","3",27100000,"BZD","Current",2022,"Current",2022,5661015151.36819,0.478712726876385,-0.0780858461198781,-14.02407439726,0.5013390138388,-0.0115094582792723,-1.0386016923218,4844801520.61827,24325000,97300000,"BLZ","Belize"
"Belize","Mining and quarrying","Mining","1",61600000,"BZD","Constant",2019,"2014",2014,4250251212.51446,1.44932609674046,NA,NA,1.28404174885732,-0.0188224168407853,10.6927952473685,4250251212.51446,54575000,218300000,"BLZ","Belize"
"Belize","Mining and quarrying","Mining","1",34600000,"BZD","Constant",2020,"2014",2014,4250251212.51446,0.814069528363961,-0.635256568376501,-43.8311688311688,1.28404174885732,-0.0188224168407853,10.6927952473685,4250251212.51446,54575000,218300000,"BLZ","Belize"
"Belize","Mining and quarrying","Mining","1",62900000,"BZD","Constant",2021,"2014",2014,4250251212.51446,1.47991252410674,0.665842995742778,81.7919075144509,1.28404174885732,-0.0188224168407853,10.6927952473685,4250251212.51446,54575000,218300000,"BLZ","Belize"
"Belize","Mining and quarrying","Mining","1",59200000,"BZD","Constant",2022,"2014",2014,4250251212.51446,1.39285884621811,-0.0870536778886319,-5.88235294117649,1.28404174885732,-0.0188224168407853,10.6927952473685,4250251212.51446,54575000,218300000,"BLZ","Belize"
"Belize","Mining and quarrying","Mining","1",54400000,"BZD","Current",2019,"Current",2019,4773584952.21273,1.13960473196949,NA,NA,1.11847429005705,0.0281857778125487,11.7131560662559,4844801520.61827,55075000,220300000,"BLZ","Belize"
"Belize","Mining and quarrying","Mining","1",31100000,"BZD","Current",2020,"Current",2020,4095455620.13554,0.759378269101369,-0.380226462868125,-33.3647669408154,1.11847429005705,0.0281857778125487,11.7131560662559,4844801520.61827,55075000,220300000,"BLZ","Belize"
"Belize","Mining and quarrying","Mining","1",65500000,"BZD","Current",2021,"Current",2021,4849150358.75661,1.35075209375019,0.591373824648826,77.8760531755332,1.11847429005705,0.0281857778125487,11.7131560662559,4844801520.61827,55075000,220300000,"BLZ","Belize"
"Belize","Mining and quarrying","Mining","1",69300000,"BZD","Current",2022,"Current",2022,5661015151.36819,1.22416206540714,-0.126590028343054,-9.3718180359501,1.11847429005705,0.0281857778125487,11.7131560662559,4844801520.61827,55075000,220300000,"BLZ","Belize"
"Belize","Mining and quarrying, no oil/gas","Mining","2",2.6e+07,"BZD","Constant",2019,"2014",2014,4250251212.51446,0.61172854732552,NA,NA,0.765837085209449,0.140383858937523,27.7646676157523,4250251212.51446,32550000,130200000,"BLZ","Belize"
"Belize","Mining and quarrying, no oil/gas","Mining","2",20500000,"BZD","Constant",2020,"2014",2014,4250251212.51446,0.482324431545121,-0.129404115780398,-21.1538461538462,0.765837085209449,0.140383858937523,27.7646676157523,4250251212.51446,32550000,130200000,"BLZ","Belize"
"Belize","Mining and quarrying, no oil/gas","Mining","2",39800000,"BZD","Constant",2021,"2014",2014,4250251212.51446,0.936415237829065,0.454090806283943,94.1463414634146,0.765837085209449,0.140383858937523,27.7646676157523,4250251212.51446,32550000,130200000,"BLZ","Belize"
"Belize","Mining and quarrying, no oil/gas","Mining","2",43900000,"BZD","Constant",2022,"2014",2014,4250251212.51446,1.03288012413809,0.0964648863090245,10.3015075376885,0.765837085209449,0.140383858937523,27.7646676157523,4250251212.51446,32550000,130200000,"BLZ","Belize"
"Belize","Mining and quarrying, no oil/gas","Mining","2",33500000,"BZD","Current",2019,"Current",2019,4773584952.21273,0.701778649282685,NA,NA,0.836576566418091,0.0816826662363284,13.8319071673458,4844801520.61827,41100000,164400000,"BLZ","Belize"
"Belize","Mining and quarrying, no oil/gas","Mining","2",27300000,"BZD","Current",2020,"Current",2020,4095455620.13554,0.666592499886411,-0.0351861493962743,-5.01385293386161,0.836576566418091,0.0816826662363284,13.8319071673458,4844801520.61827,41100000,164400000,"BLZ","Belize"
"Belize","Mining and quarrying, no oil/gas","Mining","2",5e+07,"BZD","Current",2021,"Current",2021,4849150358.75661,1.0311084685116,0.364515968625189,54.6834788401164,0.836576566418091,0.0816826662363284,13.8319071673458,4844801520.61827,41100000,164400000,"BLZ","Belize"
"Belize","Mining and quarrying, no oil/gas","Mining","2",53600000,"BZD","Current",2022,"Current",2022,5661015151.36819,0.94682664799167,-0.0842818205199291,-8.17390440421748,0.836576566418091,0.0816826662363284,13.8319071673458,4844801520.61827,41100000,164400000,"BLZ","Belize"
"Bulgaria","Agriculture, forestry and fishing","Fishing","1",4.327e+09,"BGN","Constant",2019,"2015",2015,89571386000,4.83078379517316,NA,NA,5.31782549395853,0.306645547124465,7.03043266577399,89571386000,4763250000,1.9053e+10,"BGR","Bulgaria"
"Bulgaria","Agriculture, forestry and fishing","Fishing","1",4.184e+09,"BGN","Constant",2020,"2015",2015,89571386000,4.67113459648821,-0.159649198684946,-3.30483013635312,5.31782549395853,0.306645547124465,7.03043266577399,89571386000,4763250000,1.9053e+10,"BGR","Bulgaria"
"Bulgaria","Agriculture, forestry and fishing","Fishing","1",5.391e+09,"BGN","Constant",2021,"2015",2015,89571386000,6.01866314762618,1.34752855113797,28.8479923518164,5.31782549395853,0.306645547124465,7.03043266577399,89571386000,4763250000,1.9053e+10,"BGR","Bulgaria"
"Bulgaria","Agriculture, forestry and fishing","Fishing","1",5.151e+09,"BGN","Constant",2022,"2015",2015,89571386000,5.75072043654656,-0.267942711079629,-4.45186421814133,5.31782549395853,0.306645547124465,7.03043266577399,89571386000,4763250000,1.9053e+10,"BGR","Bulgaria"
"Bulgaria","Agriculture, forestry and fishing","Fishing","1",3.902e+09,"BGN","Current",2019,"Current",2019,120342013000,3.24242540300535,NA,NA,3.74051942388137,0.206369400576214,7.0670704440022,136905707750,5164500000,2.0658e+10,"BGR","Bulgaria"
"Bulgaria","Agriculture, forestry and fishing","Fishing","1",4.205e+09,"BGN","Current",2020,"Current",2020,120492425000,3.489845938448,0.247420535442648,7.63072406271299,3.74051942388137,0.206369400576214,7.0670704440022,136905707750,5164500000,2.0658e+10,"BGR","Bulgaria"
"Bulgaria","Agriculture, forestry and fishing","Fishing","1",6.071e+09,"BGN","Current",2021,"Current",2021,138979417000,4.36827274933813,0.878426810890129,25.17093380004,3.74051942388137,0.206369400576214,7.0670704440022,136905707750,5164500000,2.0658e+10,"BGR","Bulgaria"
"Bulgaria","Agriculture, forestry and fishing","Fishing","1",6.48e+09,"BGN","Current",2022,"Current",2022,167808976000,3.86153360473399,-0.506739144604134,-11.6004465307464,3.74051942388137,0.206369400576214,7.0670704440022,136905707750,5164500000,2.0658e+10,"BGR","Bulgaria"
"Bulgaria","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities","Mining","1",1.9178e+10,"BGN","Constant",2019,"2015",2015,89571386000,21.4108554711881,NA,NA,21.0750897613664,0.561935407958669,2.99759490030597,89571386000,18877250000,7.5509e+10,"BGR","Bulgaria"
"Bulgaria","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities","Mining","1",1.7357e+10,"BGN","Constant",2020,"2015",2015,89571386000,19.3778401508714,-2.03301532031669,-9.49525497966419,21.0750897613664,0.561935407958669,2.99759490030597,89571386000,18877250000,7.5509e+10,"BGR","Bulgaria"
"Bulgaria","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities","Mining","1",1.8286e+10,"BGN","Constant",2021,"2015",2015,89571386000,20.4150017283421,1.03716157747073,5.35230742639857,21.0750897613664,0.561935407958669,2.99759490030597,89571386000,18877250000,7.5509e+10,"BGR","Bulgaria"
"Bulgaria","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities","Mining","1",2.0688e+10,"BGN","Constant",2022,"2015",2015,89571386000,23.0966616950641,2.68165996672196,13.1357322541835,21.0750897613664,0.561935407958669,2.99759490030597,89571386000,18877250000,7.5509e+10,"BGR","Bulgaria"
"Bulgaria","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities","Mining","1",2.1479e+10,"BGN","Current",2019,"Current",2019,120342013000,17.8482970864049,NA,NA,18.7812318636991,1.42899694588171,8.14595769183705,136905707750,26053250000,1.04213e+11,"BGR","Bulgaria"
"Bulgaria","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities","Mining","1",2.1184e+10,"BGN","Current",2020,"Current",2020,120492425000,17.5811881950255,-0.267108891379362,-1.49655112802229,18.7812318636991,1.42899694588171,8.14595769183705,136905707750,26053250000,1.04213e+11,"BGR","Bulgaria"
"Bulgaria","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities","Mining","1",2.4405e+10,"BGN","Current",2021,"Current",2021,138979417000,17.5601542493159,-0.0210339457096111,-0.119638931545949,18.7812318636991,1.42899694588171,8.14595769183705,136905707750,26053250000,1.04213e+11,"BGR","Bulgaria"
"Bulgaria","Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities","Mining","1",3.7145e+10,"BGN","Current",2022,"Current",2022,167808976000,22.13528792405,4.5751336747341,26.0540631350794,18.7812318636991,1.42899694588171,8.14595769183705,136905707750,26053250000,1.04213e+11,"BGR","Bulgaria"
"Canada","Agriculture, forestry, fishing, and hunting","Fishing","1",4.1231e+10,"CAD","Constant",2019,"2017",2017,2.140641e+12,1.92610531144643,NA,NA,1.9001317829566,0.0169886808047994,1.22799474002322,2.140641e+12,4.0675e+10,1.627e+11,"CAN","Canada"
"Canada","Agriculture, forestry, fishing, and hunting","Fishing","1",4.1371e+10,"CAD","Constant",2020,"2017",2017,2.140641e+12,1.93264540854819,0.00654009710175596,0.339550338337658,1.9001317829566,0.0169886808047994,1.22799474002322,2.140641e+12,4.0675e+10,1.627e+11,"CAN","Canada"
"Canada","Agriculture, forestry, fishing, and hunting","Fishing","1",3.7776e+10,"CAD","Constant",2021,"2017",2017,2.140641e+12,1.76470505797095,-0.167940350577234,-8.68966184041962,1.9001317829566,0.0169886808047994,1.22799474002322,2.140641e+12,4.0675e+10,1.627e+11,"CAN","Canada"
"Canada","Agriculture, forestry, fishing, and hunting","Fishing","1",4.2322e+10,"CAD","Constant",2022,"2017",2017,2.140641e+12,1.97707135386083,0.212366295889876,12.0340957221516,1.9001317829566,0.0169886808047994,1.22799474002322,2.140641e+12,4.0675e+10,1.627e+11,"CAN","Canada"
"Canada","Fishing, hunting, and trapping","Fishing","2",2.328e+09,"CAD","Constant",2019,"2017",2017,2.140641e+12,0.108752471806342,NA,NA,0.102807990690639,-0.00289632871649193,-2.46398649157578,2.140641e+12,2200750000,8.803e+09,"CAN","Canada"
"Canada","Fishing, hunting, and trapping","Fishing","2",2.089e+09,"CAD","Constant",2020,"2017",2017,2.140641e+12,0.0975875917540587,-0.0111648800522834,-10.266323024055,0.102807990690639,-0.00289632871649193,-2.46398649157578,2.140641e+12,2200750000,8.803e+09,"CAN","Canada"
"Canada","Fishing, hunting, and trapping","Fishing","2",2.244e+09,"CAD","Constant",2021,"2017",2017,2.140641e+12,0.104828413545289,0.00724082179122984,7.41981809478221,0.102807990690639,-0.00289632871649193,-2.46398649157578,2.140641e+12,2200750000,8.803e+09,"CAN","Canada"
"Canada","Fishing, hunting, and trapping","Fishing","2",2.142e+09,"CAD","Constant",2022,"2017",2017,2.140641e+12,0.100063485656866,-0.00476492788842223,-4.54545454545457,0.102807990690639,-0.00289632871649193,-2.46398649157578,2.140641e+12,2200750000,8.803e+09,"CAN","Canada"
"Canada","Mining, quarrying, and oil and gas extraction","Mining","1",1.08512e+11,"CAD","Constant",2019,"2017",2017,2.140641e+12,5.06913583361245,NA,NA,4.98927657650209,0.0542672342848087,1.27641991679407,2.140641e+12,106802500000,4.2721e+11,"CAN","Canada"
"Canada","Mining, quarrying, and oil and gas extraction","Mining","1",9.9944e+10,"CAD","Constant",2020,"2017",2017,2.140641e+12,4.66888189098499,-0.400253942627465,-7.8959009141846,4.98927657650209,0.0542672342848087,1.27641991679407,2.140641e+12,106802500000,4.2721e+11,"CAN","Canada"
"Canada","Mining, quarrying, and oil and gas extraction","Mining","1",1.06757e+11,"CAD","Constant",2021,"2017",2017,2.140641e+12,4.98715104494401,0.318269153959025,6.81681741775396,4.98927657650209,0.0542672342848087,1.27641991679407,2.140641e+12,106802500000,4.2721e+11,"CAN","Canada"
"Canada","Mining, quarrying, and oil and gas extraction","Mining","1",1.11997e+11,"CAD","Constant",2022,"2017",2017,2.140641e+12,5.23193753646688,0.244786491522866,4.90834324681286,4.98927657650209,0.0542672342848087,1.27641991679407,2.140641e+12,106802500000,4.2721e+11,"CAN","Canada"
"Canada","Mining and quarrying (except oil and gas)","Mining","2",2.7001e+10,"CAD","Constant",2019,"2017",2017,2.140641e+12,1.26135115603224,NA,NA,1.23368420954284,-0.00791040316117149,-0.549380377012006,2.140641e+12,26408750000,1.05635e+11,"CAN","Canada"
"Canada","Mining and quarrying (except oil and gas)","Mining","2",2.5514e+10,"CAD","Constant",2020,"2017",2017,2.140641e+12,1.19188598181573,-0.069465174216508,-5.50720343690974,1.23368420954284,-0.00791040316117149,-0.549380377012006,2.140641e+12,26408750000,1.05635e+11,"CAN","Canada"
"Canada","Mining and quarrying (except oil and gas)","Mining","2",2.6627e+10,"CAD","Constant",2021,"2017",2017,2.140641e+12,1.24387975377469,0.0519937719589598,4.36231088813983,1.23368420954284,-0.00791040316117149,-0.549380377012006,2.140641e+12,26408750000,1.05635e+11,"CAN","Canada"
"Canada","Mining and quarrying (except oil and gas)","Mining","2",2.6493e+10,"CAD","Constant",2022,"2017",2017,2.140641e+12,1.23761994654872,-0.00625980722596631,-0.503248582266111,1.23368420954284,-0.00791040316117149,-0.549380377012006,2.140641e+12,26408750000,1.05635e+11,"CAN","Canada"
"Canada","Copper, nickel, lead and zinc ore mining","Mining","4",5.764e+09,"CAD","Constant",2019,"2017",2017,2.140641e+12,0.269265140675153,NA,NA,0.251373303603921,-0.0154938014672552,-6.05014691522623,2.140641e+12,5.381e+09,2.1524e+10,"CAN","Canada"
"Canada","Copper, nickel, lead and zinc ore mining","Mining","4",5.702e+09,"CAD","Constant",2020,"2017",2017,2.140641e+12,0.266368811958661,-0.00289632871649192,-1.07564191533657,0.251373303603921,-0.0154938014672552,-6.05014691522623,2.140641e+12,5.381e+09,2.1524e+10,"CAN","Canada"
"Canada","Copper, nickel, lead and zinc ore mining","Mining","4",5.289e+09,"CAD","Constant",2021,"2017",2017,2.140641e+12,0.247075525508481,-0.0192932864501801,-7.24307260610312,0.251373303603921,-0.0154938014672552,-6.05014691522623,2.140641e+12,5.381e+09,2.1524e+10,"CAN","Canada"
