"Country","Industry","Industry_simple","Code_num","Code_type","Code_length","Aggregate_level","GVA_abbrev","Units","GVA_total","Currency_ISO","Metric","Metric_type","Year","Base_year","GDP_annual","GDP_perc_norm","Source1","Source1_info","Confidence1","Notes","Source2"
"Bulgaria","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,3902,1e+06,3.902e+09,"BGN","GVA","Current",2019,"Current","1.2034e+11",3.24247964101712,"https://www.nsi.bg/en/content/15588/%D0%BC%D0%B5%D1%82%D0%B0%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8/questionnaire-0101-gross-value-added-basic-prices-and-gross-domestic-product-market-prices-%E2%80%93-annual-data > https://infostat.nsi.bg/infostat/pages/reports/query.jsf?x_2=1169","Gross Value Added","High",NA,NA
"Bulgaria","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,4205,1e+06,4.205e+09,"BGN","GVA","Current",2020,"Current","1.2049e+11",3.48991617561623,"https://www.nsi.bg/en/content/15588/%D0%BC%D0%B5%D1%82%D0%B0%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8/questionnaire-0101-gross-value-added-basic-prices-and-gross-domestic-product-market-prices-%E2%80%93-annual-data > https://infostat.nsi.bg/infostat/pages/reports/query.jsf?x_2=1169","Gross Value Added","High",NA,NA
"Bulgaria","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,6071,1e+06,6.071e+09,"BGN","GVA","Current",2021,"Current","1.38979e+11",4.36828585613654,"https://www.nsi.bg/en/content/15588/%D0%BC%D0%B5%D1%82%D0%B0%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8/questionnaire-0101-gross-value-added-basic-prices-and-gross-domestic-product-market-prices-%E2%80%93-annual-data > https://infostat.nsi.bg/infostat/pages/reports/query.jsf?x_2=1169","Gross Value Added","High",NA,NA
"Bulgaria","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,6480,1e+06,6.48e+09,"BGN","GVA","Current",2022,"Current","1.67809e+11",3.86153305245845,"https://www.nsi.bg/en/content/15588/%D0%BC%D0%B5%D1%82%D0%B0%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8/questionnaire-0101-gross-value-added-basic-prices-and-gross-domestic-product-market-prices-%E2%80%93-annual-data > https://infostat.nsi.bg/infostat/pages/reports/query.jsf?x_2=1169","Gross Value Added","High",NA,NA
"Bulgaria","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,4327,1e+06,4.327e+09,"BGN","GVA","Constant",2019,"2015","89571386000",4.83078379517316,"https://www.nsi.bg/en/content/15588/%D0%BC%D0%B5%D1%82%D0%B0%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8/questionnaire-0101-gross-value-added-basic-prices-and-gross-domestic-product-market-prices-%E2%80%93-annual-data > https://infostat.nsi.bg/infostat/pages/reports/query.jsf?x_2=1169","Gross Value Added","High",NA,NA
"Bulgaria","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,4184,1e+06,4.184e+09,"BGN","GVA","Constant",2020,"2015","89571386000",4.67113459648821,"https://www.nsi.bg/en/content/15588/%D0%BC%D0%B5%D1%82%D0%B0%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8/questionnaire-0101-gross-value-added-basic-prices-and-gross-domestic-product-market-prices-%E2%80%93-annual-data > https://infostat.nsi.bg/infostat/pages/reports/query.jsf?x_2=1169","Gross Value Added","High",NA,NA
"Bulgaria","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,5391,1e+06,5.391e+09,"BGN","GVA","Constant",2021,"2015","89571386000",6.01866314762618,"https://www.nsi.bg/en/content/15588/%D0%BC%D0%B5%D1%82%D0%B0%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8/questionnaire-0101-gross-value-added-basic-prices-and-gross-domestic-product-market-prices-%E2%80%93-annual-data > https://infostat.nsi.bg/infostat/pages/reports/query.jsf?x_2=1169","Gross Value Added","High",NA,NA
"Bulgaria","Agriculture, forestry and fishing","Fishing","A","ISIC",1,1,5151,1e+06,5.151e+09,"BGN","GVA","Constant",2022,"2015","89571386000",5.75072043654656,"https://www.nsi.bg/en/content/15588/%D0%BC%D0%B5%D1%82%D0%B0%D0%B4%D0%B0%D0%BD%D0%BD%D0%B8/questionnaire-0101-gross-value-added-basic-prices-and-gross-domestic-product-market-prices-%E2%80%93-annual-data > https://infostat.nsi.bg/infostat/pages/reports/query.jsf?x_2=1169","Gross Value Added","High",NA,NA
"Canada","Agriculture, forestry, fishing, and hunting","Fishing","11","NAICS",2,1,41231,1e+06,4.1231e+10,"CAD","GDP","Constant",2019,"2017","2.14064e+12",1.92610621122655,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043406","Gross domestic product (GDP) at basic prices, by industry, annual average, industry detail (x 1,000,000)1, 2 > Chained (2017) prices","High","At least 2 sources for Canada, but this seems to be better/more recent than DFO
Chained 2017 dollars vs. Constant 2017 prices?",NA
"Canada","Agriculture, forestry, fishing, and hunting","Fishing","11","NAICS",2,1,41371,1e+06,4.1371e+10,"CAD","GDP","Constant",2020,"2017","2.14064e+12",1.93264631138351,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043406","Gross domestic product (GDP) at basic prices, by industry, annual average, industry detail (x 1,000,000)1, 2 > Chained (2017) prices","High","At least 2 sources for Canada, but this seems to be better/more recent than DFO
Chained 2017 dollars vs. Constant 2017 prices?",NA
"Canada","Agriculture, forestry, fishing, and hunting","Fishing","11","NAICS",2,1,37776,1e+06,3.7776e+10,"CAD","GDP","Constant",2021,"2017","2.14064e+12",1.76470588235294,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043406","Gross domestic product (GDP) at basic prices, by industry, annual average, industry detail (x 1,000,000)1, 2 > Chained (2017) prices","High","At least 2 sources for Canada, but this seems to be better/more recent than DFO
Chained 2017 dollars vs. Constant 2017 prices?",NA
"Canada","Agriculture, forestry, fishing, and hunting","Fishing","11","NAICS",2,1,42322,1e+06,4.2322e+10,"CAD","GDP","Constant",2022,"2017","2.14064e+12",1.97707227744973,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043406","Gross domestic product (GDP) at basic prices, by industry, annual average, industry detail (x 1,000,000)1, 2 > Chained (2017) prices","High","At least 2 sources for Canada, but this seems to be better/more recent than DFO
Chained 2017 dollars vs. Constant 2017 prices?",NA
"Canada","Fishing, hunting, and trapping","Fishing","114","NAICS",3,2,2328,1e+06,2.328e+09,"CAD","GDP","Constant",2019,"2017","2.14064e+12",0.108752522610061,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043406","Gross domestic product (GDP) at basic prices, by industry, annual average, industry detail (x 1,000,000)1, 2 > Chained (2017) prices","High","At least 2 sources for Canada, but this seems to be better/more recent than DFO
Chained 2017 dollars vs. Constant 2017 prices?",NA
"Canada","Fishing, hunting, and trapping","Fishing","114","NAICS",3,2,2089,1e+06,2.089e+09,"CAD","GDP","Constant",2020,"2017","2.14064e+12",0.0975876373421033,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043406","Gross domestic product (GDP) at basic prices, by industry, annual average, industry detail (x 1,000,000)1, 2 > Chained (2017) prices","High","At least 2 sources for Canada, but this seems to be better/more recent than DFO
Chained 2017 dollars vs. Constant 2017 prices?",NA
"Canada","Fishing, hunting, and trapping","Fishing","114","NAICS",3,2,2244,1e+06,2.244e+09,"CAD","GDP","Constant",2021,"2017","2.14064e+12",0.104828462515883,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043406","Gross domestic product (GDP) at basic prices, by industry, annual average, industry detail (x 1,000,000)1, 2 > Chained (2017) prices","High","At least 2 sources for Canada, but this seems to be better/more recent than DFO
Chained 2017 dollars vs. Constant 2017 prices?",NA
"Canada","Fishing, hunting, and trapping","Fishing","114","NAICS",3,2,2142,1e+06,2.142e+09,"CAD","GDP","Constant",2022,"2017","2.14064e+12",0.100063532401525,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610043406","Gross domestic product (GDP) at basic prices, by industry, annual average, industry detail (x 1,000,000)1, 2 > Chained (2017) prices","High","At least 2 sources for Canada, but this seems to be better/more recent than DFO
Chained 2017 dollars vs. Constant 2017 prices?",NA
"Chile","Pesca + Agropecuario-Silvícola","Fishing","A","ISIC",1,1,7.44,1e+12,7.44e+12,"CLP","GVA","Current",2018,"Current","1.89435e+14",3.92746852482382,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.# Aggregate account of production of economic activities at current prices, year","Medium","Medium confidence because of Spanish :)
AFF = fisheries + forestry and ag
UNITS: ""miles de milliones"" on the data, but 1000000000 doesn't make sense; using Trillion after checking annual GDP contr of large industries",NA
"Chile","Pesca + Agropecuario-Silvícola","Fishing","A","ISIC",1,1,7.797,1e+12,7.797e+12,"CLP","GVA","Current",2019,"Current","1.95752e+14",3.98310106665577,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.# Aggregate account of production of economic activities at current prices, year","Medium","Medium confidence because of Spanish :)
AFF = fisheries + forestry and ag
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Trillion after checking annual GDP contr of large industries",NA
"Chile","Pesca + Agropecuario-Silvícola","Fishing","A","ISIC",1,1,8.141,1e+12,8.141e+12,"CLP","GVA","Current",2020,"Current","2.01429e+14",4.04162260647672,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.# Aggregate account of production of economic activities at current prices, year","Medium","Medium confidence because of Spanish :)
AFF = fisheries + forestry and ag
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Trillion after checking annual GDP contr of large industries",NA
"Chile","Pesca + Agropecuario-Silvícola","Fishing","A","ISIC",1,1,8.763,1e+12,8.763e+12,"CLP","GVA","Current",2021,"Current","2.40371e+14",3.64561448760458,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.# Aggregate account of production of economic activities at current prices, year","Medium","Medium confidence because of Spanish :)
AFF = fisheries + forestry and ag
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Trillion after checking annual GDP contr of large industries",NA
"Chile","Pesca","Fishing","31","ISIC",3,4,1.39,1e+12,1.39e+12,"CLP","GVA","Current",2018,"Current","1.89435e+14",0.733760920632407,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.# Aggregate account of production of economic activities at current prices, year","Medium","Medium confidence because of Spanish :)
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Million after checking annual GDP contr of large industries",NA
"Chile","Pesca","Fishing","31","ISIC",3,4,1.569,1e+12,1.569e+12,"CLP","GVA","Current",2019,"Current","1.95752e+14",0.801524377784135,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.# Aggregate account of production of economic activities at current prices, year","Medium","Medium confidence because of Spanish :)
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Million after checking annual GDP contr of large industries",NA
"Chile","Pesca","Fishing","31","ISIC",3,4,0.939,1e+12,9.39e+11,"CLP","GVA","Current",2020,"Current","2.01429e+14",0.466169220916551,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.# Aggregate account of production of economic activities at current prices, year","Medium","Medium confidence because of Spanish :)
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Million after checking annual GDP contr of large industries",NA
"Chile","Pesca","Fishing","31","ISIC",3,4,1.417,1e+12,1.417e+12,"CLP","GVA","Current",2021,"Current","2.40371e+14",0.589505389585266,"https://si3.bcentral.cl/estadisticas/Principal1/enlaces/Informes/AnuariosCCNN/anuario_CCNN_2022.html","1.9.# Aggregate account of production of economic activities at current prices, year","Medium","Medium confidence because of Spanish :)
UNITS: ""miles de milliones"" on the data, but Billion doesn't make sense; using Million after checking annual GDP contr of large industries",NA
